brand,product_name,parent_category,child_category,materials,price,Body materials_original,Body materials_normalized,is_mono_no_elastane,is_mono_incl_elastane,preferred_material_type,elastane_gt_5,n_materials,has_recycled,has_preferred_material,main_material,pct_preferred,pct_synthetics,pct_elastane
Hollister,Seamless Fabric Scoop Top,Tops,T-shirt,"Body:88% Polyester, 12% Elastane",19.95,"[(88, 'Polyester'), (12, 'Elastane')]","[(88, 'polyester'), (12, 'elastane')]",False,False,,True,2,False,False,polyester,0.0,100.0,12.0
Hollister,Zip-Up Hoodie,Tops,Hoodie/Sweatshirt,"Body And Hood Lining:60% Cotton, 40% Polyester",44.95,"[(60, 'Cotton'), (40, 'Polyester')]","[(60, 'cotton'), (40, 'polyester')]",False,False,,False,2,False,False,cotton,0.0,40.0,0.0
Hollister,Satin Strapless Bow Bodycon Dress,Dresses & Jumpsuits,Dress,"Body:94% Polyester, 6% Elastane / Lace:100% Nylon / Lining:85% Polyester, 15% Elastane / Pad Foam:100% Polyurethane / Pad Lining:100% Polyester",69.95,"[(94, 'Polyester'), (6, 'Elastane')]","[(94, 'polyester'), (6, 'elastane')]",False,False,,True,2,False,False,polyester,0.0,100.0,6.0
Hollister,High-Rise Black Flare Jeans,Bottoms,Jeans,"Body:98% Cotton, 2% Elastane / Pocket Bag:80% Polyester, 20% Cotton",49.95,"[(98, 'Cotton'), (2, 'Elastane')]","[(98, 'cotton'), (2, 'elastane')]",False,True,,False,2,False,False,cotton,0.0,2.0,2.0
Hollister,Star Graphic Baggy Sweatpants,Bottoms,Trousers/Chinos,"Body And Pocket Bag:60% Cotton, 40% Polyester",49.95,"[(60, 'Cotton'), (40, 'Polyester')]","[(60, 'cotton'), (40, 'polyester')]",False,False,,False,2,False,False,cotton,0.0,40.0,0.0
Hollister,Oversized Varsity Graphic Hoodie,Tops,Hoodie/Sweatshirt,"Applique:100% Cotton / Body And Hood Lining:60% Cotton, 40% Polyester",49.95,"[(60, 'Cotton'), (40, 'Polyester')]","[(60, 'cotton'), (40, 'polyester')]",False,False,,False,2,False,False,cotton,0.0,40.0,0.0
Hollister,Stretch Poplin Embroidered Short-Sleeve Shirt,Tops,Shirt/Blouse,"Body:60% Cotton, 36% Polyester, 4% Elastane / Embroidery:100% Polyester",39.95,"[(60, 'Cotton'), (36, 'Polyester'), (4, 'Elastane')]","[(60, 'cotton'), (36, 'polyester'), (4, 'elastane')]",False,False,,False,3,False,False,cotton,0.0,40.0,4.0
Hollister,Seamless Fabric Scoop Top,Tops,T-shirt,"Body:88% Polyester, 12% Elastane",19.95,"[(88, 'Polyester'), (12, 'Elastane')]","[(88, 'polyester'), (12, 'elastane')]",False,False,,True,2,False,False,polyester,0.0,100.0,12.0
Hollister,Crinkle Shine Flyaway Babydoll Top,Tops,Shirt/Blouse,"Body:100% Viscose / Elastic:71% Polyester, 29% Elastane / Lining:100% Polyester",39.95,"[(100, 'Viscose')]","[(100, 'viscose')]",True,True,,False,1,False,False,viscose,0.0,0.0,0.0
Hollister,Taylor Reversible Tube Top,Tops,Tank/Cami,"Body And Lining:95% Cotton, 5% Elastane / Body:96% Cotton, 4% Elastane",14.95,"[(95, 'Cotton'), (5, 'Elastane')]","[(95, 'cotton'), (5, 'elastane')]",False,True,,False,2,False,False,cotton,0.0,5.0,5.0
Hollister,Seamless Fabric Long-Sleeve Crew Top,Tops,T-shirt,"Body:88% Polyester, 12% Elastane",19.95,"[(88, 'Polyester'), (12, 'Elastane')]","[(88, 'polyester'), (12, 'elastane')]",False,False,,True,2,False,False,polyester,0.0,100.0,12.0
Hollister,Zip-Up Hoodie,Tops,Hoodie/Sweatshirt,"Body And Hood Lining:60% Cotton, 40% Polyester",44.95,"[(60, 'Cotton'), (40, 'Polyester')]","[(60, 'cotton'), (40, 'polyester')]",False,False,,False,2,False,False,cotton,0.0,40.0,0.0
Hollister,Class of '26 Baggy Sweatpants,Bottoms,Trousers/Chinos,"Body And Pocket Bag:60% Cotton, 40% Polyester / Embroidery:100% Polyester",49.95,"[(60, 'Cotton'), (40, 'Polyester')]","[(60, 'cotton'), (40, 'polyester')]",False,False,,False,2,False,False,cotton,0.0,40.0,0.0
Hollister,Oversized Class of '26 Graphic Hoodie,Tops,Hoodie/Sweatshirt,"Applique:60% Cotton, 40% Polyester / Body And Hood Lining:60% Cotton, 40% Polyester / Embroidery:100% Polyester",49.95,"[(60, 'Cotton'), (40, 'Polyester')]","[(60, 'cotton'), (40, 'polyester')]",False,False,,False,2,False,False,cotton,0.0,40.0,0.0
Hollister,Crinkle Shine Flyaway Babydoll Top,Tops,Shirt/Blouse,"Body:100% Viscose / Elastic:71% Polyester, 29% Elastane / Lining:100% Polyester",39.95,"[(100, 'Viscose')]","[(100, 'viscose')]",True,True,,False,1,False,False,viscose,0.0,0.0,0.0
Hollister,Low-Rise Medium Wash Star Graphic Baggy Jeans,Bottoms,Jeans,"Body:100% Cotton / Pocket Bag:80% Polyester, 20% Cotton",59.95,"[(100, 'Cotton')]","[(100, 'cotton')]",True,True,,False,1,False,False,cotton,0.0,0.0,0.0
Hollister,Easy Satin Tie Babydoll Top,Tops,Shirt/Blouse,"Body:100% Viscose / Elastic:67% Polyester, 33% Elastane / Lining:100% Polyester",29.95,"[(100, 'Viscose')]","[(100, 'viscose')]",True,True,,False,1,False,False,viscose,0.0,0.0,0.0
Hollister,Mid-Rise Khaki Boot Jeans,Bottoms,Jeans,"Body:98% Cotton, 2% Elastane / Pocket Bag:80% Polyester, 20% Cotton",49.95,"[(98, 'Cotton'), (2, 'Elastane')]","[(98, 'cotton'), (2, 'elastane')]",False,True,,False,2,False,False,cotton,0.0,2.0,2.0
Hollister,Easy Satin Tie Babydoll Top,Tops,Shirt/Blouse,"Body:100% Viscose / Elastic:67% Polyester, 33% Elastane / Lining:100% Polyester",29.95,"[(100, 'Viscose')]","[(100, 'viscose')]",True,True,,False,1,False,False,viscose,0.0,0.0,0.0
Hollister,Low-Rise Denim Mini Skort,Bottoms,Skirt,"Body:100% Cotton / Lining:88% Polyester, 12% Elastane / Pocket Bag:80% Polyester, 20% Cotton",39.95,"[(100, 'Cotton')]","[(100, 'cotton')]",True,True,,False,1,False,False,cotton,0.0,0.0,0.0
Hollister,Easy Crew Sweater,Tops,Sweater/Cardigan,"Body:60% Cotton, 40% Polyester",39.95,"[(60, 'Cotton'), (40, 'Polyester')]","[(60, 'cotton'), (40, 'polyester')]",False,False,,False,2,False,False,cotton,0.0,40.0,0.0
Hollister,Curvy High-Rise Medium Wash Flare Jeans,Bottoms,Jeans,"Body:98% Cotton, 2% Elastane / Pocket Bag:80% Polyester, 20% Cotton",49.95,"[(98, 'Cotton'), (2, 'Elastane')]","[(98, 'cotton'), (2, 'elastane')]",False,True,,False,2,False,False,cotton,0.0,2.0,2.0
Hollister,Easy Crew Sweater,Tops,Sweater/Cardigan,"Body:60% Cotton, 40% Polyester",39.95,"[(60, 'Cotton'), (40, 'Polyester')]","[(60, 'cotton'), (40, 'polyester')]",False,False,,False,2,False,False,cotton,0.0,40.0,0.0
Hollister,Seamless Fabric Scoop Top,Tops,T-shirt,"Body:88% Polyester, 12% Elastane",19.95,"[(88, 'Polyester'), (12, 'Elastane')]","[(88, 'polyester'), (12, 'elastane')]",False,False,,True,2,False,False,polyester,0.0,100.0,12.0
Hollister,Seamless Fabric Scoop Top,Tops,T-shirt,"Body:88% Polyester, 12% Elastane",19.95,"[(88, 'Polyester'), (12, 'Elastane')]","[(88, 'polyester'), (12, 'elastane')]",False,False,,True,2,False,False,polyester,0.0,100.0,12.0
Hollister,Gilly Hicks Active Recharge Flare Leggings,Bottoms,Trousers/Chinos,"Body:89% Recycled Polyester, 11% Elastane",49.95,"[(89, 'Recycled Polyester'), (11, 'Elastane')]","[(89, 'polyester'), (11, 'elastane')]",False,False,Recycled Polyester,True,2,True,True,polyester,89.0,100.0,11.0
Hollister,Satin Strapless Bow Bodycon Dress,Dresses & Jumpsuits,Dress,"Body:94% Polyester, 6% Elastane / Lace:100% Nylon / Lining:85% Polyester, 15% Elastane / Pad Foam:100% Polyurethane / Pad Lining:100% Polyester",69.95,"[(94, 'Polyester'), (6, 'Elastane')]","[(94, 'polyester'), (6, 'elastane')]",False,False,,True,2,False,False,polyester,0.0,100.0,6.0
Hollister,Class of '26 Oxford Boxer Shorts,Bottoms,Shorts,"Body And Pocket Bag:100% Cotton / Elastic:61% Nylon, 25% Polyester, 14% Elastane",19.95,"[(100, 'Cotton')]","[(100, 'cotton')]",True,True,,False,1,False,False,cotton,0.0,0.0,0.0
Hollister,Class of '26 Short-Sleeve Cotton Shirt,Tops,Shirt/Blouse,Body:100% Cotton,29.95,"[(100, 'Cotton')]","[(100, 'cotton')]",True,True,,False,1,False,False,cotton,0.0,0.0,0.0
Hollister,2026 Graphic Baggy Sweatpants,Bottoms,Trousers/Chinos,"Applique:60% Cotton, 40% Polyester / Body And Pocket Bag:60% Cotton, 40% Polyester / Embroidery:100% Polyester",49.95,"[(60, 'Cotton'), (40, 'Polyester')]","[(60, 'cotton'), (40, 'polyester')]",False,False,,False,2,False,False,cotton,0.0,40.0,0.0
Hollister,Oversized Class of '26 Graphic Hoodie,Tops,Hoodie/Sweatshirt,"Applique:60% Cotton, 40% Polyester / Body And Hood Lining:60% Cotton, 40% Polyester / Embroidery:100% Polyester",49.95,"[(60, 'Cotton'), (40, 'Polyester')]","[(60, 'cotton'), (40, 'polyester')]",False,False,,False,2,False,False,cotton,0.0,40.0,0.0
Hollister,Easy Crew Sweater,Tops,Sweater/Cardigan,"Body:60% Cotton, 40% Polyester",39.95,"[(60, 'Cotton'), (40, 'Polyester')]","[(60, 'cotton'), (40, 'polyester')]",False,False,,False,2,False,False,cotton,0.0,40.0,0.0
Hollister,Senior Graphic Baggy Sweatpants,Bottoms,Trousers/Chinos,"Applique:100% Cotton / Body And Pocket Bag:60% Cotton, 40% Polyester / Embroidery:100% Polyester",49.95,"[(60, 'Cotton'), (40, 'Polyester')]","[(60, 'cotton'), (40, 'polyester')]",False,False,,False,2,False,False,cotton,0.0,40.0,0.0
Hollister,Oversized Senior Graphic Hoodie,Tops,Hoodie/Sweatshirt,"Applique:60% Cotton, 40% Polyester / Body And Hood Lining:60% Cotton, 40% Polyester / Embroidery:100% Polyester",49.95,"[(60, 'Cotton'), (40, 'Polyester')]","[(60, 'cotton'), (40, 'polyester')]",False,False,,False,2,False,False,cotton,0.0,40.0,0.0
Hollister,Bow Graphic Baggy Sweatpants,Bottoms,Trousers/Chinos,"Body And Pocket Bag:60% Cotton, 40% Polyester",49.95,"[(60, 'Cotton'), (40, 'Polyester')]","[(60, 'cotton'), (40, 'polyester')]",False,False,,False,2,False,False,cotton,0.0,40.0,0.0
Hollister,Taylor Reversible Tube Top,Tops,Tank/Cami,"Body:96% Cotton, 4% Elastane",14.95,"[(96, 'Cotton'), (4, 'Elastane')]","[(96, 'cotton'), (4, 'elastane')]",False,True,,False,2,False,False,cotton,0.0,4.0,4.0
Hollister,Class of '26 Baggy Sweatpants,Bottoms,Trousers/Chinos,"Applique:60% Cotton, 40% Polyester / Body And Pocket Bag:60% Cotton, 40% Polyester / Embroidery:100% Polyester",49.95,"[(60, 'Cotton'), (40, 'Polyester')]","[(60, 'cotton'), (40, 'polyester')]",False,False,,False,2,False,False,cotton,0.0,40.0,0.0
Hollister,Oversized Class of '26 Graphic Hoodie,Tops,Hoodie/Sweatshirt,"Applique:100% Cotton / Body And Hood Lining:60% Cotton, 40% Polyester / Embroidery:100% Polyester",49.95,"[(60, 'Cotton'), (40, 'Polyester')]","[(60, 'cotton'), (40, 'polyester')]",False,False,,False,2,False,False,cotton,0.0,40.0,0.0
Hollister,Oversized Senior Graphic Hoodie,Tops,Hoodie/Sweatshirt,"Applique:100% Cotton / Body And Hood Lining:60% Cotton, 40% Polyester / Embroidery:100% Polyester",49.95,"[(60, 'Cotton'), (40, 'Polyester')]","[(60, 'cotton'), (40, 'polyester')]",False,False,,False,2,False,False,cotton,0.0,40.0,0.0
Hollister,Low-Rise Washed Black Denim Mini Skort,Bottoms,Skirt,"Body:100% Cotton / Lining:88% Polyester, 12% Elastane / Pocket Bag:80% Polyester, 20% Cotton",39.95,"[(100, 'Cotton')]","[(100, 'cotton')]",True,True,,False,1,False,False,cotton,0.0,0.0,0.0
Hollister,Class of '26 Baggy Sweatpants,Bottoms,Trousers/Chinos,"Applique:60% Cotton, 40% Polyester / Body And Pocket Bag:60% Cotton, 40% Polyester / Embroidery:100% Polyester",49.95,"[(60, 'Cotton'), (40, 'Polyester')]","[(60, 'cotton'), (40, 'polyester')]",False,False,,False,2,False,False,cotton,0.0,40.0,0.0
Hollister,Oversized Class of '26 Graphic Hoodie,Tops,Hoodie/Sweatshirt,"Applique:100% Cotton / Body And Hood Lining:60% Cotton, 40% Polyester / Embroidery:100% Polyester",49.95,"[(60, 'Cotton'), (40, 'Polyester')]","[(60, 'cotton'), (40, 'polyester')]",False,False,,False,2,False,False,cotton,0.0,40.0,0.0
Hollister,Low-Rise Denim Mini Skort,Bottoms,Skirt,"Body:100% Cotton / Lining:88% Polyester, 12% Elastane / Pocket Bag:80% Polyester, 20% Cotton",39.95,"[(100, 'Cotton')]","[(100, 'cotton')]",True,True,,False,1,False,False,cotton,0.0,0.0,0.0
Hollister,Low-Rise Medium Wash Baggy Jeans,Bottoms,Jeans,"Body:100% Cotton / Pocket Bag:80% Polyester, 20% Cotton",49.95,"[(100, 'Cotton')]","[(100, 'cotton')]",True,True,,False,1,False,False,cotton,0.0,0.0,0.0
Hollister,Class of '26 Graphic Baggy Sweatpants,Bottoms,Trousers/Chinos,"Body And Pocket Bag:60% Cotton, 40% Polyester / Embroidery:100% Polyester",49.95,"[(60, 'Cotton'), (40, 'Polyester')]","[(60, 'cotton'), (40, 'polyester')]",False,False,,False,2,False,False,cotton,0.0,40.0,0.0
Hollister,Low-Rise Class of '26 Denim Mini Skort,Bottoms,Skirt,"Body:100% Cotton / Lining:88% Polyester, 12% Elastane / Pocket Bag:80% Polyester, 20% Cotton",44.95,"[(100, 'Cotton')]","[(100, 'cotton')]",True,True,,False,1,False,False,cotton,0.0,0.0,0.0
Hollister,Low-Rise Dark Wash Class of '26 Embroidered Baggy Jeans,Bottoms,Jeans,"Body:100% Cotton / Pocket Bag:80% Polyester, 20% Cotton",59.95,"[(100, 'Cotton')]","[(100, 'cotton')]",True,True,,False,1,False,False,cotton,0.0,0.0,0.0
Hollister,Senior Graphic Baggy Sweatpants,Bottoms,Trousers/Chinos,"Applique:100% Cotton / Body And Pocket Bag:60% Cotton, 40% Polyester / Embroidery:100% Polyester",49.95,"[(60, 'Cotton'), (40, 'Polyester')]","[(60, 'cotton'), (40, 'polyester')]",False,False,,False,2,False,False,cotton,0.0,40.0,0.0
Hollister,Oversized Senior Graphic Hoodie,Tops,Hoodie/Sweatshirt,"Applique:100% Cotton / Body And Hood Lining:60% Cotton, 40% Polyester / Embroidery:100% Polyester",49.95,"[(60, 'Cotton'), (40, 'Polyester')]","[(60, 'cotton'), (40, 'polyester')]",False,False,,False,2,False,False,cotton,0.0,40.0,0.0
Hollister,Button-Front Mini Dress,Dresses & Jumpsuits,Dress,"Body:100% Cotton / Elastic:68% Polyester, 32% Elastodiene / Lining:100% Polyester",49.95,"[(100, 'Cotton')]","[(100, 'cotton')]",True,True,,False,1,False,False,cotton,0.0,0.0,0.0
Hollister,Button-Front Mini Dress,Dresses & Jumpsuits,Dress,"Body:100% Cotton / Elastic:68% Polyester, 32% Elastodiene / Lining:100% Polyester",49.95,"[(100, 'Cotton')]","[(100, 'cotton')]",True,True,,False,1,False,False,cotton,0.0,0.0,0.0
Hollister,Short-Sleeve Tuxedo Shirt,Tops,Shirt/Blouse,"Body:66% Cotton, 31% Polyester, 3% Elastane",39.95,"[(66, 'Cotton'), (31, 'Polyester'), (3, 'Elastane')]","[(66, 'cotton'), (31, 'polyester'), (3, 'elastane')]",False,False,,False,3,False,False,cotton,0.0,34.0,3.0
Hollister,Short-Sleeve Tuxedo Shirt,Tops,Shirt/Blouse,"Body:66% Cotton, 31% Polyester, 3% Elastane",39.95,"[(66, 'Cotton'), (31, 'Polyester'), (3, 'Elastane')]","[(66, 'cotton'), (31, 'polyester'), (3, 'elastane')]",False,False,,False,3,False,False,cotton,0.0,34.0,3.0
Hollister,Ruched Babydoll Top,Tops,Shirt/Blouse,"Body:100% Cotton / Elastic:69% Polyester, 31% Elastane / Lining:100% Polyester",29.95,"[(100, 'Cotton')]","[(100, 'cotton')]",True,True,,False,1,False,False,cotton,0.0,0.0,0.0
Hollister,Ruched Babydoll Top,Tops,Shirt/Blouse,"Body:100% Cotton / Elastic:69% Polyester, 31% Elastane / Lining:100% Polyester",29.95,"[(100, 'Cotton')]","[(100, 'cotton')]",True,True,,False,1,False,False,cotton,0.0,0.0,0.0
Hollister,Stretch Poplin Button-Through Shirt,Tops,Shirt/Blouse,"Body:60% Cotton, 36% Polyester, 4% Elastane",39.95,"[(60, 'Cotton'), (36, 'Polyester'), (4, 'Elastane')]","[(60, 'cotton'), (36, 'polyester'), (4, 'elastane')]",False,False,,False,3,False,False,cotton,0.0,40.0,4.0
Hollister,Button-Front Mini Dress,Dresses & Jumpsuits,Dress,"Body:100% Cotton / Elastic:71% Polyester, 29% Elastane / Lining:100% Polyester",49.95,"[(100, 'Cotton')]","[(100, 'cotton')]",True,True,,False,1,False,False,cotton,0.0,0.0,0.0
Mexx,Bodywarmer Belted Black,Outerwear,Jacket,100% Polyester,142.99,"[(100, 'Polyester')]","[(100, 'polyester')]",True,True,,False,1,False,False,polyester,0.0,100.0,0.0
Mexx,Jacket Puffer Anthracite,Outerwear,Jacket,"78% Polyester, 4% Elastane, 18% Viscose",186.99,"[(78, 'Polyester'), (4, 'Elastane'), (18, 'Viscose')]","[(78, 'polyester'), (18, 'viscose'), (4, 'elastane')]",False,False,,False,3,False,False,polyester,0.0,82.0,4.0
Mexx,Long puffer Jacket Beige,Outerwear,Jacket,100% Polyamide,208.99,"[(100, 'Polyamide')]","[(100, 'nylon')]",True,True,,False,1,False,False,nylon,0.0,100.0,0.0
Mexx,Teddy Jacket Brown,Outerwear,Jacket,100% Polyester,175.99,"[(100, 'Polyester')]","[(100, 'polyester')]",True,True,,False,1,False,False,polyester,0.0,100.0,0.0
Mexx,Short Puffer Jacket Off White,Outerwear,Jacket,100% Polyester,186.99,"[(100, 'Polyester')]","[(100, 'polyester')]",True,True,,False,1,False,False,polyester,0.0,100.0,0.0
Mexx,Short Puffer Jacket Blue,Outerwear,Jacket,100% Polyester,186.99,"[(100, 'Polyester')]","[(100, 'polyester')]",True,True,,False,1,False,False,polyester,0.0,100.0,0.0
Mexx,Skirt Ruffle Strings Cream,Bottoms,Skirt,100% Polyester,76.99,"[(100, 'Polyester')]","[(100, 'polyester')]",True,True,,False,1,False,False,polyester,0.0,100.0,0.0
Mexx,T-shirt Primrose Rib Dark Red,Tops,T-shirt,100% Cotton,43.99,"[(100, 'Cotton')]","[(100, 'cotton')]",True,True,,False,1,False,False,cotton,0.0,0.0,0.0
